Date,Close,High,Low,Open,Volume,Return,MA5,MA10,Volatility,Momentum,RSI,MACD,Price_vs_MA10,Momentum_Return,Trend,Distance_MA10,Distance_MA20,Target
2015-01-30,17.726499557495117,17.975000381469727,17.03700065612793,17.31599998474121,477122000,0.13711590504758542,15.866299819946288,15.433849906921386,0.0633312234447522,2.106999397277834,77.75100807563237,0.23706293027980685,1.1485468411576025,0.1356168683958625,1.0280195748716572,0.14854684115760253,0.17104185135169958,1
2015-02-02,18.223499298095703,18.25,17.500499725341797,17.502500534057617,204638000,0.02803710563321249,16.414399719238283,15.802499866485595,0.06018221407540072,2.740499496459961,83.76154964175512,0.42977868260785534,1.1532035723502605,0.1723930730515396,1.0387217122558199,0.1532035723502605,0.1928520779135363,0
2015-02-03,18.177499771118164,18.391000747680664,18.010499954223633,18.01449966430664,124252000,-0.0025241873816378435,16.98239974975586,16.17304983139038,0.05899628938236974,2.8400001525878924,82.52198121281742,0.572199566950907,1.123937659292766,0.1792663012204787,1.0500431227754339,0.1239376592927659,0.17801258459010705,1
2015-02-04,18.237499237060547,18.375,17.911500930786133,17.91900062561035,83398000,0.0033007545975995978,17.5907995223999,16.51054973602295,0.05682278368387162,3.041998863220215,83.87036891092363,0.6820483702925646,1.1045967292821095,0.19182536051060983,1.0654278508982684,0.1045967292821095,0.1687483179887912,1
2015-02-05,18.694499969482425,18.940000534057617,18.295000076293945,18.299999237060547,144952000,0.02505830029005307,18.21189956665039,16.828399753570558,0.056869943077877,3.105500221252445,90.12370130704669,0.7967955154367168,1.1108899386298408,0.19098787818681273,1.0822122027845393,0.11088993862984076,0.18372251500651338,1
2015-02-06,18.714000701904297,18.79949951171875,18.550500869750977,18.74349975585937,77848000,0.0010431267192867466,18.409399795532227,17.137849807739258,0.014398078720995732,0.9875011444091797,89.80371607725878,0.8791724480883047,1.0919689991362433,0.05491509985851406,1.0741954213660312,0.09196899913624335,0.17127031643947754,0
2015-02-09,18.527999877929688,18.72050094604492,18.36000061035156,18.549999237060547,54492000,-0.009939126696499656,18.470299911499023,17.44234981536865,0.013111771643141628,0.3045005798339844,87.77943119225635,0.9188560481325929,1.0622421906482151,0.016938867528801915,1.058934152050123,0.06224219064821512,0.146421144388178,1
2015-02-10,18.649999618530277,18.71500015258789,18.425500869750977,18.559499740600582,45744000,0.006584614713103232,18.564799880981447,17.77359981536865,0.012711694217709322,0.4724998474121129,87.13599028129237,0.9492080668119804,1.0493090770730538,0.02604766962354299,1.0445154652873783,0.049309077073053764,0.13958719753200444,1
2015-02-11,18.756999969482425,18.854999542236328,18.55500030517578,18.561500549316406,55730000,0.005737284350710414,18.66870002746582,18.12974977493286,0.012666850694659327,0.5195007324218786,85.59191582531574,0.9707065930121033,1.0345978406947918,0.028484199376653807,1.0297273960878457,0.03459784069479177,0.13221955222635806,1
2015-02-12,18.85849952697754,18.925500869750977,18.65749931335449,18.7549991607666,55822000,0.005411289527123442,18.701499938964844,18.456699752807616,0.006888592187630466,0.16399955749511363,85.58558143228863,0.9845848150715035,1.0217698602432324,0.008837188613724178,1.0132634863998364,0.021769860243232353,0.12411387487630487,1
2015-02-13,19.09149932861328,19.149999618530277,18.850500106811523,18.920499801635746,69502000,0.012355161199459674,18.77699966430664,18.593199729919434,0.008303518026768198,0.3774986267089844,88.82194984215892,1.002824604962811,1.0268000992799535,0.020149223093897106,1.00988533103807,0.026800099279953526,0.12213662555939409,0
2015-02-17,18.771499633789062,18.999500274658203,18.63349914550781,18.88599967956543,73464000,-0.01676137056164162,18.825699615478516,18.64799976348877,0.011220823424373154,0.243499755859375,85.60764221262002,0.9801597968294224,1.0066226872515354,0.013326979228755143,1.009529164212972,0.006622687251535364,0.08976646698363311,0
