Date,Close,High,Low,Open,Volume
2015-01-02,77.90579986572266,78.38247350389776,77.1610025148975,78.0349029221401,18177500
2015-01-05,76.65454864501953,78.70025635417153,76.32683598001827,77.43906945980858,26452200
2015-01-06,75.62175750732422,77.05176323685461,74.83723673953054,76.69426748682473,27399300
2015-01-07,75.62175750732422,76.82336296387801,75.29404486195402,76.22752661186782,22045300
2015-01-08,77.63768005371094,77.6873362435156,75.55224888191928,76.20766664381,23961000
2015-01-09,77.20073699951172,78.07463753183931,76.66448192098476,77.65754519755954,21157000
2015-01-12,76.18779754638672,77.45891702377244,75.68133327520438,77.30002330086437,19190200
2015-01-13,75.91967010498047,77.53836778859728,75.32383376701954,76.6942656784468,25179600
2015-01-14,75.75084686279297,76.66446303380872,75.50258110481242,75.88987508114451,25918600
2015-01-15,73.53633880615234,76.03885493441466,73.02987441268714,75.87003599541677,34134000
2015-01-16,74.65848541259766,74.79751364281064,73.3277768965258,73.52639406573743,21791500
2015-01-20,75.71112823486328,75.78064234844848,74.30098045843765,75.19473875915466,22821600
2015-01-21,76.20765686035156,76.76377732418045,75.32383134588316,75.6316860455025,25096700
2015-01-22,77.1113510131836,77.21065580760997,76.14807859666051,76.63467739287881,19519500
2015-01-23,77.29010009765625,77.64760340685169,76.50557936783679,77.11134844305853,16746500
2015-01-26,76.96240234375,77.92567491435236,76.75385996915641,77.43907604030063,19260800
2015-01-27,75.25432586669922,76.34669383922281,75.10536487579357,76.1778749185494,20110000
2015-01-28,75.71112823486328,77.10141808303749,75.47279521349546,76.36655351421247,53306400
2015-01-29,77.45892333984375,77.47878126859163,73.6952132068467,76.31689923684687,61293500
2015-01-30,75.3834228515625,77.61781480563216,75.22452912034522,77.45892107441489,42649500
2015-02-02,74.46979522705078,75.61181923802057,73.23839917921183,75.58202855906418,41955300
2015-02-03,74.87696838378906,75.05572006664006,73.34765011416847,74.6684260165414,26957700
2015-02-04,75.10536193847656,75.82036860568373,74.48966764563629,74.5691069380712,20277400
2015-02-05,75.08549499511719,75.45293103733911,74.68826827474989,75.18479978109163,15062600
2015-02-06,73.95340728759766,75.17487060852766,73.73493220217085,75.15501268097516,21211000
2015-02-09,73.92361450195312,74.31090847818669,72.94047664554209,73.53632052571956,16194300
2015-02-10,74.66841125488281,74.81736464741854,73.98319534334,74.33076588670606,15811300
2015-02-11,75.97926330566406,76.21759633892779,74.50952651818494,74.56910788238324,20877400
2015-02-12,75.70120239257812,76.33676216161093,75.36355700351503,76.32682940933758,17235000
2015-02-13,75.214599609375,75.9494717832188,74.97626657874832,75.92960627772548,18621900
2015-02-17,75.07556915283203,76.376486971171,74.55917967235953,74.77765476749144,25254400
2015-02-18,76.17786407470703,76.36654847475988,74.92660253627437,75.41320887572964,22426400
2015-02-19,78.86907196044922,79.28615665666565,76.41620481729427,76.4559282516678,45851200
2015-02-20,79.34574890136719,79.7826915447347,78.65060013558173,78.99817830670982,36931700
2015-02-23,78.29309844970703,79.63373982058259,77.83629029039355,79.40533195269042,24139100
2015-02-24,77.90579986572266,78.92866125842437,77.558229283965,77.95545605303252,18897100
2015-02-25,79.00809478759766,79.64365454115482,77.9554503663567,77.9554503663567,25593800
2015-02-26,79.85221099853516,80.80555070703505,79.16699500510971,79.3258811682911,31111900
2015-02-27,78.42220306396484,80.66652804449929,78.07463245505865,80.12034024731025,30739200
2015-03-02,79.19679260253906,79.3060301639706,77.97532149583691,78.45199517994466,21662500
2015-03-03,79.0478286743164,79.14713347835591,77.97531860715962,79.05776142766162,18635000
2015-03-04,80.33881378173828,80.58707957984225,78.30303120669738,78.74991418916706,28126700
2015-03-05,80.64665985107422,81.42124791839801,80.48777368221153,80.6665253574763,27825700
2015-03-06,79.45498657226562,80.76582965722238,79.27623489811376,80.33881218988574,24488600
2015-03-09,78.88894653320312,79.35568747015031,78.08456015350788,79.1272795903674,18925100
2015-03-10,77.01204681396484,78.71018381413174,77.01204681396484,77.95545373301194,23067100
2015-03-11,77.03190612792969,77.88594101960423,76.72405898435062,77.26031397980698,20215700
2015-03-12,78.38247680664062,78.5016471153234,77.36955570048472,77.55823255197733,16093300
2015-03-13,77.50858306884766,78.8293513203505,77.14114697022076,78.05476326378579,18557300
2015-03-16,77.52842712402344,77.57808330398166,76.8233533121388,77.41918958929082,19305400
2015-03-17,78.80948638916016,79.22657106310672,77.79655780789562,77.8164233122569,22170000
2015-03-18,80.34874725341797,80.67645235172712,78.62081182810701,78.70025870256357,36912400
2015-03-19,82.17597961425781,82.42424541369665,80.4381190181859,80.55728932944608,42099500
2015-03-20,83.21871185302734,84.01315798802655,82.49377227307437,82.81155224236846,44466300
2015-03-23,83.84432220458984,84.37064446277752,82.7221635706514,83.33785787578994,27357300
2015-03-24,84.71821594238281,85.47294606706278,83.9336951350723,84.12237956035996,32576500
