Date,Close,High,Low,Open,Volume,Return,MA5,MA10,Volatility,Momentum,RSI,MACD,Price_vs_MA10,Momentum_Return,Trend,Distance_MA10,Distance_MA20,Target
2015-01-30,25.94911003112793,26.57812484127135,25.880448726229645,26.223750181346063,334982000,-0.014634318401554158,25.409136962890624,24.878239059448244,0.03640421735671154,0.9257926940917969,58.43420885244908,0.37893475998301795,1.043044484343155,0.039080630971864205,1.0213398505486568,0.043044484343155,0.05891522461687093,1
2015-02-02,26.274696350097656,26.39429814064602,25.709912088376672,26.146236669694197,250956400,0.01254710926806979,25.65409736633301,25.158195686340335,0.03623345213299592,1.2248020172119105,66.03955628398887,0.45091662043302705,1.044379202613625,0.05056565100965138,1.0197113372586541,0.044379202613624935,0.06771420487881663,1
2015-02-03,26.279132843017575,26.37658486127628,26.048788790219216,26.245909834382665,207662800,0.0001688503973862332,26.075362396240234,25.378129768371583,0.027687359896720012,2.1063251495361293,64.8991827653501,0.5025279222671557,1.035503131352449,0.08574808780180543,1.0274737592656493,0.03550313135244898,0.061968455857910554,1
2015-02-04,26.480676651000977,26.6910878633719,26.203821126664508,26.2459037070971,280598800,0.007669347736371401,26.263622665405272,25.59983558654785,0.016790082451978768,0.9413013458251953,66.95613431131147,0.5533148822069087,1.0344080750626379,0.03688417597549687,1.0259293492965333,0.03440807506263788,0.06378142082799965,1
2015-02-05,26.6696834564209,26.73416763569182,26.51625552310522,26.687470850061043,168984800,0.007137536850395199,26.330659866333008,25.777319145202636,0.010584921395446365,0.3351860046386719,75.50010500638112,0.6018771186922685,1.034618196958016,0.012888525850668464,1.0214661857586285,0.034618196958015934,0.06537232561171646,0
2015-02-06,26.445106506347656,26.738619769850555,26.338373639409618,26.68747654900368,174826400,-0.008420682999114248,26.429859161376953,25.91949806213379,0.008141731660054522,0.49599647521972656,74.9826482980892,0.6151504860901404,1.0202784962484184,0.019102161253108374,1.0196902385231277,0.020278496248418376,0.05290339387496279,1
2015-02-09,26.62076759338379,26.647449535368576,26.33392484181884,26.36060848026484,155559200,0.006642479847603244,26.49907341003418,26.076585388183595,0.0068917941940307035,0.3460712432861328,73.03662576617094,0.6325524363097017,1.0208686143948427,0.013197531832641829,1.0162018153665944,0.020868614394842666,0.056087141453057265,1
2015-02-10,27.13218879699707,27.16109649345701,26.718603465831738,26.720825829820143,248034000,0.019211362024752043,26.669684600830077,26.372523498535156,0.009823264707760999,0.8530559539794957,74.5484442468325,0.6797750011709915,1.0288051804562468,0.03224004346000764,1.0112678296527606,0.028805180456246804,0.0701458116333824,1
2015-02-11,27.76813697814941,27.77703152432209,27.238924204334104,27.29896027042317,294247200,0.02343888235153102,26.927176666259765,26.59539966583252,0.012484476283889708,1.287460327148434,74.56898337322065,0.7597569225511513,1.0440954949747765,0.04800957807516726,1.0124749770485113,0.044095494974776495,0.08802762021280675,1
2015-02-12,28.119462966918945,28.34626964549883,27.921563986537944,28.030519204661367,297898000,0.012652126753983861,27.217132568359375,26.77389621734619,0.012455892955421172,1.4497795104980469,75.50263027413794,0.8417886273229058,1.0502566656212327,0.05352416797875592,1.016554794543725,0.050256665621232655,0.09365057512436525,1
2015-02-13,28.25732040405273,28.301791428327864,27.93934766074915,28.301791428327864,217088800,0.004902562943537303,27.57957534790039,27.00471725463867,0.007952613728816397,1.8122138977050746,75.94363419308391,0.9074626231710177,1.0463846052377719,0.06684741392140747,1.0212873213165368,0.04638460523777188,0.08927179218507608,1
