Date,Close,High,Low,Open,Volume,Return,MA5,MA10,Volatility,Momentum,RSI,MACD,Price_vs_MA10,Momentum_Return,Trend,Distance_MA10,Distance_MA20,Target
2015-01-30,0.4606714248657226,0.476746946039575,0.4599516493165328,0.4712284856815546,298200000,-0.029322708542889764,0.47286006808280934,0.48029799163341513,0.027190764076691108,-0.036229789257049616,40.88665866535562,-0.0019090354504781026,0.9591366878280174,-0.07364158023900702,0.9845139399286043,-0.04086331217198258,-0.03255075759657744,1
2015-02-02,0.4707486033439636,0.4726680714555585,0.4544331672987761,0.4635506193771673,259604000,0.02187498059203108,0.46806141138076784,0.4794822067022323,0.03182706093039092,-0.023993283510208074,49.172557394773705,-0.0021865916001770347,0.9817853441979915,-0.04742101302486923,0.9761809819805117,-0.01821465580200854,-0.010115930577373589,1
2015-02-03,0.4825053811073303,0.4829852696685268,0.4717084033209205,0.4741077317179005,183468000,0.024974641836114753,0.47036474347114565,0.47969813942909234,0.025930387201735707,0.011516660451889038,54.797444696309405,-0.0014412690856249188,1.0058521004096013,0.025564858161089887,0.9805431891625539,0.0058521004096012685,0.013787704490473951,1
2015-02-04,0.4837051033973694,0.4892235647673089,0.4796262219920321,0.4810658591611391,181516000,0.0024864433372446815,0.4744436264038086,0.4793622374534606,0.023276808430696072,0.020394414663314875,54.506434450699416,-0.0007451978834443485,1.0090596747190175,0.04435324586486167,0.9897392604895592,0.009059674719017474,0.013829626925788707,1
2015-02-05,0.4916228950023651,0.4918628106961649,0.4837051050619224,0.4841849364495219,140448000,0.016369047068935272,0.4778506815433502,0.4789783537387847,0.022200568579680884,0.01703527569770813,59.17526433260896,0.00044026803414343174,1.0263989826781947,0.03638240429143602,0.9976456719043101,0.026398982678194738,0.026939089297555396,0
2015-02-06,0.4894634783267975,0.4969014368216239,0.487304065485928,0.4911430025793055,210524000,-0.004392424961325747,0.4836090922355652,0.47823458015918724,0.012686802900620676,0.028792053461074885,54.803482139781906,0.001191773413870445,1.023479895920267,0.06131268787300004,1.0112382339114603,0.02347989592026689,0.021046636045136236,0
2015-02-09,0.488983690738678,0.4904232422236863,0.4834652288985324,0.4865843619909847,273944000,-0.000980231640079987,0.48725610971450806,0.47765876054763784,0.012473167218390622,0.018235087394714355,53.96478368248792,0.0017287045628792685,1.0237092483723236,0.03845747564088897,1.0200924801543823,0.023709248372323577,0.018923798055648255,1
2015-02-10,0.5026596784591675,0.5028995940864703,0.4873039342219988,0.4894633464811923,226204000,0.027968187854752413,0.49128696918487547,0.48082585632801056,0.013536658063185773,0.020154297351837158,56.72875344345531,0.0032206387620234977,1.0454090017078081,0.04145102165952663,1.0217565522302705,0.04540900170780815,0.04413248616337784,0
2015-02-11,0.4993007779121399,0.5038594621959563,0.4959416721181357,0.5038594621959563,320832000,-0.00668225579048598,0.4944061040878296,0.48442486524581907,0.015055251224846211,0.015595674514770508,51.73166033287047,0.004084884159173907,1.030708400277455,0.03228232253179597,1.020604307412968,0.030708400277454917,0.03419157360444225,1
2015-02-12,0.5350507497787476,0.5398494065943371,0.5247336319047798,0.5278527645553632,676904000,0.07160007243749678,0.503091675043106,0.49047117829322817,0.033324088458449544,0.043427854776382446,63.14058620322931,0.007567297719984989,1.0908913172852484,0.08751334790035747,1.025731372827646,0.09089131728524835,0.10123459984282501,1
2015-02-13,0.5352907776832581,0.5360105820769555,0.5256934620399772,0.5338511688958633,310084000,0.0004486077341443462,0.5122571349143982,0.4979331135749817,0.03259117298940981,0.04582729935646057,64.15418989903529,0.010228594927020329,1.0750254664528367,0.09235438059582757,1.0287669587518997,0.0750254664528367,0.09440555474715295,1
